"","Reach","area_m2","WUA","HHS","watershed","species","life_stage","season"
"58",58,12502,9625.13779460452,0.76988784151372,"lemh","sthd","juv","win"
"59",59,16563,12327.8145279172,0.744298407771369,"lemh","sthd","juv","win"
"60",60,14047,11509.698717129,0.819370592804795,"lemh","sthd","juv","win"
"61",61,19028,14651.9933771105,0.770022775757329,"lemh","sthd","juv","win"
"62",62,15516,12539.9679419999,0.808195923047171,"lemh","sthd","juv","win"
"63",63,16185,12957.3616882779,0.800578417564283,"lemh","sthd","juv","win"
"64",64,17963,13489.7312193448,0.750973179276556,"lemh","sthd","juv","win"
"65",65,15574,12764.4119610731,0.819597531852643,"lemh","sthd","juv","win"
"66",66,13732,11365.2849917575,0.827649649851258,"lemh","sthd","juv","win"
"67",67,15519,12000.0869705891,0.773251302956964,"lemh","sthd","juv","win"
"68",68,15689,11627.9404125209,0.741152426064179,"lemh","sthd","juv","win"
"69",69,17850,12979.6055361344,0.727148769531342,"lemh","sthd","juv","win"
"70",70,12648,10696.3132060519,0.845692062464575,"lemh","sthd","juv","win"
"71",71,17412,12971.7670348044,0.744990066322332,"lemh","sthd","juv","win"
"72",72,26932,17548.7535746093,0.651594889893409,"lemh","sthd","juv","win"
"73",73,13596,10585.3725731606,0.778565208381919,"lemh","sthd","juv","win"
"74",74,13482,11095.3546931543,0.822975425986822,"lemh","sthd","juv","win"
"75",75,25648,18872.9497594265,0.735844890807335,"lemh","sthd","juv","win"
"76",76,14126,11637.7497879858,0.823853163527241,"lemh","sthd","juv","win"
"77",77,11952,10280.9600844118,0.86018742339456,"lemh","sthd","juv","win"
"78",78,14295,11136.2018780946,0.779027763420397,"lemh","sthd","juv","win"
"79",79,18562,13995.2503504576,0.753973189874885,"lemh","sthd","juv","win"
"80",80,23162,15697.4700169214,0.677725153998852,"lemh","sthd","juv","win"
"81",81,21121,16224.5748679941,0.768172665498511,"lemh","sthd","juv","win"
"82",82,12421,10578.6383167533,0.851673642762525,"lemh","sthd","juv","win"
"83",83,10925,9351.78280433733,0.8559984260263,"lemh","sthd","juv","win"
"84",84,13571,10360.536546431,0.763432064433794,"lemh","sthd","juv","win"
"85",85,12320,10180.395765075,0.826330825087256,"lemh","sthd","juv","win"
"86",86,14547,12074.9546921984,0.830064940688694,"lemh","sthd","juv","win"
"87",87,18934,15369.3433850715,0.811732512151236,"lemh","sthd","juv","win"
"88",88,17823,14195.6313426131,0.796478221545932,"lemh","sthd","juv","win"
"89",89,18204,13649.5238116686,0.74980904260979,"lemh","sthd","juv","win"
"90",90,13309,10621.6428847807,0.798079711832644,"lemh","sthd","juv","win"
"91",91,12402,9691.95134441415,0.781482933753761,"lemh","sthd","juv","win"
"92",92,12788,10079.8490232043,0.788227167907749,"lemh","sthd","juv","win"
"93",93,13064,10322.88653138,0.790178087215248,"lemh","sthd","juv","win"
"94",94,13631,10635.6477488619,0.780254401647856,"lemh","sthd","juv","win"
"95",95,11932,9619.71928104805,0.806211806993635,"lemh","sthd","juv","win"
"96",96,13426,10652.2727703354,0.793406284100658,"lemh","sthd","juv","win"
"97",97,13595,10422.4111798201,0.766635614550943,"lemh","sthd","juv","win"
"98",98,15718,12786.6527544921,0.813503801660016,"lemh","sthd","juv","win"
"99",99,32007,22690.2916851202,0.708916539666954,"lemh","sthd","juv","win"
"100",100,18355,13498.5427541421,0.735415023380119,"lemh","sthd","juv","win"
"101",101,12890,8938.02412548661,0.693407612528054,"lemh","sthd","juv","win"
"102",102,9916,7164.34810615331,0.722503842895654,"lemh","sthd","juv","win"
"103",103,9431,7123.1991138421,0.755296269095759,"lemh","sthd","juv","win"
"104",104,9800,7399.05541578401,0.755005654671838,"lemh","sthd","juv","win"
"105",105,8865,6416.09815648757,0.72375613722364,"lemh","sthd","juv","win"
